Date,Open,High,Low,Close,Volume,Change_rate,RSI
2020-12-29 2:30,30001000,30086000,29965000,30057000,90.07135661,-0.096390348,51.30036942
2020-12-29 3:00,30057000,30072000,29860000,29937000,148.277149,-0.448922586,46.60687696
2020-12-29 3:30,29956000,29956000,29705000,29705000,252.6694527,-0.83789558,39.14939648
2020-12-29 4:00,29706000,29854000,29500000,29854000,387.4281981,0,45.21264569
2020-12-29 4:30,29854000,29905000,29561000,29676000,192.3005245,-0.765758234,40.0753321
2020-12-29 5:00,29689000,29690000,29028000,29400000,575.0311836,-0.976759852,33.68422028
2020-12-29 5:30,29390000,29689000,29250000,29671000,282.0589748,-0.060628516,43.25357559
2020-12-29 6:00,29679000,29680000,29456000,29662000,123.029931,-0.0606469,43.03149524
2020-12-29 6:30,29638000,29800000,29596000,29635000,147.7910818,-0.553691275,42.32933615
2020-12-29 7:00,29654000,29654000,29401000,29422000,104.9578423,-0.782356512,37.17575204
2020-12-29 7:30,29428000,29616000,29410000,29608000,86.62991901,-0.027012426,43.62984431
2020-12-29 8:00,29603000,29850000,29600000,29787000,184.8249255,-0.211055276,49.05411949
2020-12-29 8:30,29788000,30057000,29788000,29902000,298.6479143,-0.515686862,52.23420627
2020-12-29 9:00,29892000,29938000,29748000,29874000,137.5570788,-0.213775135,51.39304527
2020-12-29 9:30,29874000,29989000,29865000,29880000,101.4573115,-0.363466604,51.57301087
2020-12-29 10:00,29880000,30100000,29879000,30100000,161.4228083,0,57.74996368
2020-12-29 10:30,30100000,30164000,29922000,29980000,130.5987991,-0.609998674,53.72461612
2020-12-29 11:00,29980000,30100000,29930000,29935000,127.3410973,-0.548172757,52.25371067
2020-12-29 11:30,29935000,30144000,29840000,30136000,161.6352171,-0.026539278,57.81004902
2020-12-29 12:00,30123000,30224000,30063000,30142000,268.9767216,-0.27130757,57.96729382
2020-12-29 12:30,30142000,30196000,30015000,30048000,116.5492336,-0.490131143,54.53782865
2020-12-29 13:00,30048000,30110000,30012000,30027000,107.4084284,-0.275655928,53.77244483
2020-12-29 13:30,30027000,30173000,29968000,30049000,106.9216381,-0.410963444,54.49296811
2020-12-29 14:00,30049000,30050000,29875000,29982000,122.3688664,-0.226289517,51.84280627
2020-12-29 14:30,29961000,30009000,29850000,29869000,93.72341614,-0.466526709,47.63508289
2020-12-29 15:00,29869000,29941000,29751000,29795000,123.6934402,-0.487625664,45.05609003
2020-12-29 15:30,29795000,30083000,29778000,30043000,119.2652735,-0.132965462,54.03727478
2020-12-29 16:00,30044000,30045000,29662000,29669000,215.8268955,-1.251456149,42.70128146
2020-12-29 16:30,29669000,29911000,29600000,29778000,127.4365544,-0.444652469,46.24090956
2020-12-29 17:00,29778000,29778000,29601000,29693000,79.1881211,-0.285445631,43.96030228
2020-12-29 17:30,29693000,29815000,29628000,29732000,100.5145442,-0.278383364,45.29349662
2020-12-29 18:00,29732000,29833000,29692000,29799000,57.14280404,-0.113967754,47.5998461
2020-12-29 18:30,29787000,29848000,29710000,29710000,34.08085188,-0.462342536,44.89240558
2020-12-29 19:00,29715000,29900000,29648000,29850000,43.12647299,-0.16722408,49.73564769
2020-12-29 19:30,29849000,30014000,29824000,30011000,67.01175744,-0.009995336,54.66961899
2020-12-29 20:00,30022000,30100000,29902000,29976000,62.24149894,-0.411960133,53.44149566
2020-12-29 20:30,30008000,30100000,29950000,30100000,56.5958451,0,57.11701934
2020-12-29 21:00,30100000,30220000,30036000,30083000,121.8420847,-0.453342158,56.45896009
2020-12-29 21:30,30053000,30090000,29920000,30012000,50.97575681,-0.259222333,53.67742071
2020-12-29 22:00,30012000,30200000,29995000,29995000,78.96715358,-0.678807947,53.0040769
2020-12-29 22:30,29995000,30097000,29990000,30088000,70.9901952,-0.029903313,56.23821784
2020-12-29 23:00,30096000,30240000,30066000,30236000,127.3312789,-0.013227513,60.85499165
2020-12-29 23:30,30236000,30520000,30230000,30498000,317.2395932,-0.072083879,67.40973571
2020-12-30 0:00,30498000,30888000,30466000,30797000,503.8131936,-0.294612795,72.97195985
2020-12-30 0:30,30797000,30895000,30550000,30586000,323.229058,-1.000161838,64.59382142
2020-12-30 1:00,30586000,30750000,30551000,30557000,184.750891,-0.627642276,63.51446619
2020-12-30 1:30,30551000,30700000,30551000,30690000,82.54392061,-0.03257329,66.29605237
2020-12-30 2:00,30690000,30879000,30607000,30870000,153.7321858,-0.029146022,69.66658592
2020-12-30 2:30,30867000,31210000,30724000,31190000,420.922045,-0.064082025,74.54099022
2020-12-30 3:00,31190000,31428000,31145000,31280000,528.8365336,-0.470917653,75.72261444
2020-12-30 3:30,31280000,31430000,31149000,31430000,253.568636,0,77.58952048
2020-12-30 4:00,31430000,31550000,31143000,31287000,356.4607708,-0.833597464,71.91208889
2020-12-30 4:30,31272000,31375000,31180000,31258000,165.5853497,-0.372908367,70.78096041
2020-12-30 5:00,31259000,31357000,31190000,31299000,117.7025384,-0.184966674,71.46434998
2020-12-30 5:30,31295000,31440000,31275000,31338000,150.3135439,-0.324427481,72.1320372
2020-12-30 6:00,31338000,31520000,31249000,31510000,229.740663,-0.031725888,74.91927431
2020-12-30 6:30,31510000,31743000,31435000,31549000,497.7000426,-0.611158366,75.51720458
2020-12-30 7:00,31549000,31726000,31452000,31569000,211.1239732,-0.494862258,75.83536109
2020-12-30 7:30,31548000,31596000,31438000,31586000,133.3700708,-0.031649576,76.11943286
2020-12-30 8:00,31586000,31739000,30745000,31143000,488.7275456,-1.877815936,57.23679868
2020-12-30 8:30,31143000,31264000,30530000,30701000,860.1550605,-1.800793245,45.19129315
2020-12-30 9:00,30689000,30952000,30333000,30881000,538.9670336,-0.229387439,49.82249469
2020-12-30 9:30,30883000,31049000,30765000,31002000,176.5993152,-0.151373635,52.7149429
2020-12-30 10:00,31013000,31252000,30925000,31231000,197.9757928,-0.067195699,57.686273
2020-12-30 10:30,31231000,31259000,30887000,30892000,153.0033236,-1.17406187,49.4054673
2020-12-30 11:00,30892000,31056000,30784000,31044000,113.4394002,-0.038639876,52.68510993
2020-12-30 11:30,31044000,31044000,30744000,30966000,128.3174905,-0.251256281,50.86305659
2020-12-30 12:00,30989000,30989000,30750000,30897000,115.6764885,-0.296879538,49.24073519
2020-12-30 12:30,30897000,31140000,30866000,31050000,132.9265648,-0.289017341,52.83324116
2020-12-30 13:00,31043000,31241000,30975000,31193000,159.5094752,-0.15364425,55.96985854
2020-12-30 13:30,31183000,31350000,31007000,31025000,187.858946,-1.036682616,51.62621918
2020-12-30 14:00,31033000,31196000,31033000,31125000,88.58626582,-0.227593281,53.91866965
2020-12-30 14:30,31123000,31233000,31109000,31200000,121.0813802,-0.105657478,55.61749105
2020-12-30 15:00,31200000,31299000,31075000,31151000,144.2785226,-0.472858558,54.21133879
2020-12-30 15:30,31151000,31209000,31073000,31152000,77.94983819,-0.182639623,54.23676762
2020-12-30 16:00,31177000,31210000,30996000,31129000,113.220498,-0.259532201,53.50082943
2020-12-30 16:30,31108000,31191000,31102000,31150000,31.48657963,-0.131448174,54.1130569
2020-12-30 17:00,31150000,31243000,31095000,31181000,66.71730172,-0.198444452,55.05383527
2020-12-30 17:30,31181000,31274000,31152000,31245000,44.50764072,-0.092728784,57.01329058
2020-12-30 18:00,31245000,31474000,31245000,31377000,120.3905833,-0.308190888,60.80832078
2020-12-30 18:30,31384000,31520000,31347000,31515000,84.45516779,-0.015862944,64.3516411
2020-12-30 19:00,31510000,31800000,31510000,31681000,413.8120231,-0.374213836,68.08904497
2020-12-30 19:30,31681000,31799000,31401000,31699000,155.0751942,-0.314475298,68.47499822
2020-12-30 20:00,31699000,31799000,31539000,31799000,122.2889878,0,70.60226042
2020-12-30 20:30,31771000,31999000,31700000,31765000,239.4803197,-0.731272852,68.89991308
2020-12-30 21:00,31788000,31869000,31539000,31814000,141.3413265,-0.172581506,70.02176983
2020-12-30 21:30,31844000,31989000,31720000,31900000,133.4839713,-0.278220638,71.9352503
2020-12-30 22:00,31900000,31900000,31660000,31849000,137.1773474,-0.159874608,69.11774955
2020-12-30 22:30,31850000,31850000,31649000,31736000,112.2251258,-0.357927786,63.2102619
2020-12-30 23:00,31740000,31956000,31730000,31914000,153.5372458,-0.131430717,67.8689571
2020-12-30 23:30,31918000,31999000,31820000,31891000,215.1776327,-0.337510547,66.69374774
2020-12-31 0:00,31923000,32386000,31880000,32154000,794.6889439,-0.716358921,72.54754691
2020-12-31 0:30,32151000,32386000,32130000,32208000,265.1635857,-0.549620206,73.57451674
2020-12-31 1:00,32206000,32319000,31350000,31730000,816.4072945,-1.822457378,54.23403577
2020-12-31 1:30,31770000,31930000,31689000,31861000,237.5217878,-0.216097714,57.52906842
2020-12-31 2:00,31861000,31861000,31661000,31744000,163.7126128,-0.367220112,53.80322449
2020-12-31 2:30,31743000,31809000,31673000,31761000,78.65278429,-0.150900688,54.26669029
2020-12-31 3:00,31761000,31999000,31749000,31974000,146.835525,-0.078127441,59.71945472
2020-12-31 3:30,31968000,32153000,31889000,32050000,149.3934583,-0.320343358,61.4840433
2020-12-31 4:00,32050000,32156000,31986000,32000000,181.4814273,-0.485134967,59.63316824
2020-12-31 4:30,32000000,32095000,31923000,32095000,143.884334,0,61.9753378
2020-12-31 5:00,32094000,32101000,31950000,31962000,138.6087763,-0.433008317,56.98988966
2020-12-31 5:30,31962000,32086000,31900000,32031000,147.944153,-0.171414324,58.83977648
2020-12-31 6:00,32031000,32130000,31958000,32000000,183.9935443,-0.404606287,57.64028273
2020-12-31 6:30,32000000,32102000,31964000,31966000,102.1326337,-0.423649617,56.28502545
2020-12-31 7:00,31966000,32280000,31966000,32167000,284.0420746,-0.350061958,61.97678227
2020-12-31 7:30,32167000,32236000,32100000,32182000,167.4454036,-0.16751458,62.37053541
2020-12-31 8:00,32183000,32223000,31910000,31983000,221.1794755,-0.744809608,54.3319931
2020-12-31 8:30,31983000,32100000,31928000,31991000,111.4384363,-0.339563863,54.58539796
2020-12-31 9:00,31992000,31997000,31751000,31964000,191.0746772,-0.103134669,53.50628687
2020-12-31 9:30,31946000,32122000,31945000,32046000,100.0134702,-0.23659797,56.329921
2020-12-31 10:00,32046000,32150000,32033000,32096000,106.6262622,-0.167962675,58.00469335
2020-12-31 10:30,32093000,32157000,32065000,32118000,95.97590213,-0.12127997,58.75422272
2020-12-31 11:00,32118000,32118000,31979000,32088000,89.336829,-0.093405567,57.25359179
2020-12-31 11:30,32080000,32169000,32042000,32042000,95.22453609,-0.394790015,54.93663403
2020-12-31 12:00,32042000,32138000,31969000,31991000,146.3231535,-0.457402452,52.40453171
2020-12-31 12:30,31990000,32096000,31775000,31898000,203.3491571,-0.616899302,48.05488299
2020-12-31 13:00,31898000,31898000,31300000,31637000,772.2298201,-0.818233118,38.41754322
2020-12-31 13:30,31637000,31858000,31637000,31780000,182.2178035,-0.244836462,44.93362261
2020-12-31 14:00,31780000,31781000,31397000,31479000,249.7035423,-0.950253296,36.24109936
2020-12-31 14:30,31479000,31726000,31384000,31612000,154.299398,-0.359326735,41.61563353
2020-12-31 15:00,31600000,31901000,31588000,31777000,173.301912,-0.388702549,47.52534878
2020-12-31 15:30,31772000,32064000,31763000,32010000,127.1784961,-0.168413174,54.52532057
2020-12-31 16:00,32019000,32056000,31795000,31879000,103.5916261,-0.552158722,50.45046725
2020-12-31 16:30,31879000,31931000,31548000,31679000,97.85750729,-0.789201716,44.92979944
2020-12-31 17:00,31679000,31915000,31645000,31832000,62.36282486,-0.2600658,49.48389749
2020-12-31 17:30,31832000,31900000,31732000,31767000,31.43669676,-0.4169279,47.67993308
2020-12-31 18:00,31747000,31910000,31705000,31897000,41.49069029,-0.04073958,51.48900301
2020-12-31 18:30,31897000,32000000,31875000,31999000,44.87361778,-0.003125,54.30029256
2020-12-31 19:00,31980000,32060000,31870000,32000000,52.66726872,-0.187149095,54.32823715
2020-12-31 19:30,32039000,32085000,32005000,32014000,34.06238424,-0.221287206,54.74545146
2020-12-31 20:00,32005000,32100000,32005000,32042000,36.42935004,-0.180685358,55.61867684
2020-12-31 20:30,32042000,32200000,32023000,32200000,68.69875544,0,60.27661869
2020-12-31 21:00,32200000,32200000,32002000,32140000,43.68016687,-0.186335404,57.79594285
2020-12-31 21:30,32140000,32183000,32038000,32060000,70.20394368,-0.382189355,54.57110908
2020-12-31 22:00,32060000,32147000,32007000,32125000,53.14063909,-0.068435624,56.68580664
2020-12-31 22:30,32110000,32193000,32077000,32161000,77.70721664,-0.099400491,57.85591632
2020-12-31 23:00,32161000,32161000,32013000,32061000,89.490663,-0.310935605,53.53002162
2020-12-31 23:30,32080000,32100000,31899000,32042000,112.1735131,-0.180685358,52.72339999
2021-01-01 0:00,32037000,32120000,31819000,31962000,166.3096807,-0.491905355,49.35136058
2021-01-01 0:30,31981000,32116000,31957000,32090000,108.5115531,-0.080956533,54.37894345
2021-01-01 1:00,32072000,32400000,32063000,32399000,458.9958985,-0.00308642,63.73704646
2021-01-01 1:30,32397000,32490000,32308000,32483000,316.8668268,-0.021545091,65.79134685
2021-01-01 2:00,32483000,32495000,32310000,32363000,246.5680516,-0.406216341,60.51704332
2021-01-01 2:30,32359000,32381000,32210000,32240000,202.7214181,-0.435440536,55.59713195
2021-01-01 3:00,32238000,32339000,32215000,32216000,102.6894285,-0.380345713,54.66330526
2021-01-01 3:30,32216000,32368000,32215000,32308000,96.79077294,-0.185368265,57.60305097
2021-01-01 4:00,32308000,32373000,32288000,32290000,122.3112527,-0.256386495,56.82665837
2021-01-01 4:30,32292000,32300000,32104000,32266000,151.5594192,-0.105263158,55.74774487
2021-01-01 5:00,32261000,32266000,32143000,32212000,104.1472483,-0.16735883,53.29588638
2021-01-01 5:30,32214000,32266000,32187000,32256000,38.98338521,-0.030992376,55.03137321
2021-01-01 6:00,32256000,32330000,32212000,32215000,68.35922665,-0.355706774,53.05307125
2021-01-01 6:30,32212000,32298000,32210000,32250000,53.54642636,-0.148616013,54.55495943
2021-01-01 7:00,32251000,32280000,32077000,32189000,139.883625,-0.281908302,51.46475778
2021-01-01 7:30,32187000,32197000,32159000,32174000,87.83597592,-0.071435227,50.70418204
2021-01-01 8:00,32174000,32250000,31970000,32216000,263.1416667,-0.105426357,52.80723716
2021-01-01 8:30,32216000,32257000,32104000,32172000,92.39476558,-0.263508696,50.38226725
2021-01-01 9:00,32173000,32350000,32148000,32300000,104.8809889,-0.154559505,56.62273384
2021-01-01 9:30,32300000,32400000,32280000,32288000,135.3775331,-0.345679012,55.91275242
2021-01-01 10:00,32288000,32441000,32270000,32330000,122.6024275,-0.342159613,57.90235648
2021-01-01 10:30,32331000,32399000,32293000,32300000,71.1154254,-0.305564987,55.95974459
2021-01-01 11:00,32300000,32429000,32293000,32397000,89.81084162,-0.09867711,60.56645383
2021-01-01 11:30,32397000,32448000,32305000,32358000,127.7736556,-0.277366864,57.94215566
2021-01-01 12:00,32366000,32442000,32276000,32435000,110.587015,-0.021576968,61.49000594
2021-01-01 12:30,32422000,32599000,32279000,32345000,480.5605138,-0.779165005,55.58755588
2021-01-01 13:00,32345000,32441000,32324000,32418000,129.038504,-0.070897938,59.02336561
2021-01-01 13:30,32420000,32446000,32378000,32432000,115.5633415,-0.043148616,59.66778173
2021-01-01 14:00,32432000,32459000,32331000,32357000,136.4472599,-0.314242583,54.70447747
2021-01-01 14:30,32357000,32364000,32198000,32235000,133.7512915,-0.398591027,47.74688061
2021-01-01 15:00,32235000,32316000,32160000,32225000,97.2770066,-0.281594257,47.21678084
2021-01-01 15:30,32225000,32231000,32016000,32117000,160.3348692,-0.353696752,41.81702435
2021-01-01 16:00,32117000,32215000,32080000,32205000,71.78888655,-0.03104144,47.12325489
2021-01-01 16:30,32205000,32267000,32176000,32176000,46.23561222,-0.28202188,45.64587648
2021-01-01 17:00,32196000,32264000,32160000,32198000,36.60367788,-0.204562361,47.00329784
2021-01-01 17:30,32210000,32220000,31955000,32091000,103.9199302,-0.400372439,41.56618743
2021-01-01 18:00,32091000,32261000,32018000,32066000,97.48421351,-0.604444996,40.39058393
2021-01-01 18:30,32066000,32199000,31800000,32137000,213.7041,-0.192552564,45.13637083
2021-01-01 19:00,32160000,32201000,32068000,32186000,60.40877007,-0.046582404,48.2013946
2021-01-01 19:30,32185000,32220000,32135000,32141000,11.57808541,-0.245189323,45.67760164
2021-01-01 20:00,32141000,32310000,32008000,32288000,39.92361496,-0.068090374,54.12724615
2021-01-01 20:30,32288000,32340000,32257000,32319000,22.29529026,-0.064935065,55.69243389
2021-01-01 21:00,32317000,32319000,32260000,32315000,12.96032842,-0.012376621,55.42962711
2021-01-01 21:30,32308000,32341000,32257000,32273000,18.04825241,-0.210259423,52.62174056
2021-01-01 22:00,32275000,32299000,32220000,32297000,48.67434298,-0.006192142,54.05403278
2021-01-01 22:30,32297000,32331000,32197000,32252000,51.60591797,-0.24434753,50.94422567
2021-01-01 23:00,32232000,32282000,32210000,32259000,31.27864125,-0.071247135,51.41249975
2021-01-01 23:30,32276000,32310000,32259000,32296000,49.24725616,-0.043330238,53.91655161
2021-01-02 0:00,32295000,32296000,31920000,31979000,217.5324681,-0.981545702,36.54092375
2021-01-02 0:30,31999000,32224000,31967000,32221000,160.3433757,-0.009309831,49.8326248
2021-01-02 1:00,32224000,32348000,32213000,32346000,119.3183514,-0.006182762,55.06772024
2021-01-02 1:30,32346000,32467000,32304000,32450000,147.4949175,-0.052360859,58.90966338
2021-01-02 2:00,32450000,32499000,32371000,32461000,104.4343728,-0.116926675,59.30600243
2021-01-02 2:30,32448000,32480000,32403000,32426000,65.54262136,-0.166256158,57.40858008
2021-01-02 3:00,32425000,32426000,32300000,32320000,54.81294834,-0.326898168,51.98409688
2021-01-02 3:30,32315000,32369000,32288000,32334000,60.269044,-0.108128147,52.62085665
2021-01-02 4:00,32335000,32370000,32285000,32344000,51.13598897,-0.080321285,53.09929561
2021-01-02 4:30,32331000,32400000,32298000,32357000,48.34317564,-0.132716049,53.7531032
2021-01-02 5:00,32357000,32450000,32326000,32443000,57.24760734,-0.021571649,57.93113002
2021-01-02 5:30,32443000,32499000,32399000,32499000,98.49827063,0,60.43750779
2021-01-02 6:00,32499000,32752000,32392000,32750000,413.2535038,-0.006106497,69.27371851
2021-01-02 6:30,32750000,32890000,32660000,32830000,333.8605806,-0.182426269,71.46154946
2021-01-02 7:00,32830000,32877000,32778000,32819000,164.5152669,-0.176415123,70.71594502
2021-01-02 7:30,32819000,32976000,32735000,32928000,176.0812847,-0.145560408,73.64979895
2021-01-02 8:00,32928000,32991000,32867000,32937000,207.2900336,-0.163681004,73.8824688
2021-01-02 8:30,32937000,32994000,32857000,32993000,144.0560428,-0.003030854,75.34146331
2021-01-02 9:00,32993000,32997000,32800000,32801000,177.7778231,-0.593993393,62.45861796
2021-01-02 9:30,32801000,32998000,32696000,32747000,275.5131502,-0.760652161,59.383103
2021-01-02 10:00,32747000,32942000,32650000,32861000,177.2716695,-0.24588671,63.47234694
2021-01-02 10:30,32868000,32880000,32784000,32807000,62.6731894,-0.222019465,60.37176141
2021-01-02 11:00,32807000,32890000,32785000,32785000,65.29821758,-0.319245971,59.10499383
2021-01-02 11:30,32786000,32882000,32770000,32873000,67.54110943,-0.027370598,62.49497457
2021-01-02 12:00,32873000,33495000,32863000,33290000,784.3201753,-0.612031647,73.64413733
2021-01-02 12:30,33291000,33887000,33224000,33660000,1103.017857,-0.669873403,79.47451378
2021-01-02 13:00,33660000,34013000,33600000,34013000,620.2040541,0,83.27574157
2021-01-02 13:30,34013000,34699000,33988000,34652000,1267.242956,-0.135450589,87.71204236
2021-01-02 14:00,34652000,34700000,34000000,34147000,815.738383,-1.593659942,71.55720208
2021-01-02 14:30,34120000,34418000,34119000,34366000,314.8301745,-0.151083735,73.80997195
2021-01-02 15:00,34366000,34500000,34302000,34462000,203.3373656,-0.110144928,74.75392455
2021-01-02 15:30,34463000,35001000,34462000,34960000,634.9901602,-0.11713951,78.98528907
2021-01-02 16:00,34955000,35937000,34941000,35769000,1207.280403,-0.467484765,83.75006137
2021-01-02 16:30,35769000,36600000,35340000,35759000,1954.96102,-2.297814208,83.49804359
2021-01-02 17:00,35758000,36122000,35650000,35864000,589.14202,-0.714246166,84.04107346
2021-01-02 17:30,35864000,36298000,35718000,36152000,345.2531357,-0.402226018,85.45489031
2021-01-02 18:00,36142000,36210000,35739000,35964000,257.3439759,-0.67937034,80.44488747
2021-01-02 18:30,35970000,36500000,35845000,36185000,299.3664286,-0.863013699,81.79598686
2021-01-02 19:00,36185000,36350000,35900000,36276000,245.6851796,-0.203576341,82.33714197
2021-01-02 19:30,36276000,36487000,36229000,36325000,155.3079444,-0.443993751,82.63645958
2021-01-02 20:00,36304000,36340000,35430000,35639000,393.8979207,-1.929003853,65.81977412
2021-01-02 20:30,35639000,35854000,34133000,34167000,733.3807116,-4.705193284,44.76747024
2021-01-02 21:00,34165000,35400000,33907000,35099000,894.7846053,-0.850282486,54.6564511
2021-01-02 21:30,35083000,35213000,34801000,35108000,211.2668616,-0.298185329,54.74072159
2021-01-02 22:00,35108000,35625000,34891000,35600000,257.5443378,-0.070175439,59.20428608
2021-01-02 22:30,35600000,35807000,35588000,35635000,233.5496337,-0.480353004,59.51020573
2021-01-02 23:00,35635000,35650000,35168000,35487000,258.6391475,-0.457223001,57.54512789
2021-01-02 23:30,35487000,35721000,35387000,35700000,219.9782132,-0.058788948,59.61213411
2021-01-03 0:00,35700000,35820000,35500000,35800000,429.8021782,-0.055834729,60.58244087
2021-01-03 0:30,35800000,36379000,35800000,36337000,540.8073424,-0.115451222,65.39091454
2021-01-03 1:00,36337000,36694000,36070000,36694000,542.7520505,0,68.17077027
2021-01-03 1:30,36684000,36964000,36632000,36760000,802.809257,-0.551888324,68.67175967
2021-01-03 2:00,36700000,36891000,36564000,36877000,365.5199024,-0.037949635,69.58567753
2021-01-03 2:30,36876000,36931000,36699000,36717000,322.0355902,-0.579458991,66.719249
2021-01-03 3:00,36721000,36762000,36489000,36594000,325.5157428,-0.456993635,64.51896637
2021-01-03 3:30,36590000,36599000,36351000,36451000,347.6145511,-0.404382633,61.96062372
2021-01-03 4:00,36423000,36592000,36392000,36507000,187.1660828,-0.232291211,62.58628435
2021-01-03 4:30,36510000,37341000,36510000,37318000,448.3558188,-0.061594494,70.22436136
2021-01-03 5:00,37321000,38400000,37052000,38338000,1652.017671,-0.161458333,76.67425689
2021-01-03 5:30,38336000,38697000,37900000,37980000,1245.652251,-1.852856811,70.87154468
2021-01-03 6:00,37980000,38410000,37784000,38156000,709.4528046,-0.661286123,71.99369638
2021-01-03 6:30,38160000,38469000,38156000,38346000,491.116765,-0.319737971,73.19426624
2021-01-03 7:00,38336000,39000000,38108000,39000000,761.2349821,0,76.86979595
2021-01-03 7:30,39000000,39453000,38384000,38873000,1590.585723,-1.470103668,74.7270018
2021-01-03 8:00,38924000,39036000,38255000,38850000,946.4120175,-0.476483246,74.32293204
2021-01-03 8:30,38837000,39000000,38635000,38735000,452.736175,-0.679487179,72.22016123
2021-01-03 9:00,38735000,38912000,38335000,38401000,611.4829016,-1.313219572,66.34884115
2021-01-03 9:30,38400000,38600000,38269000,38488000,378.6548823,-0.29015544,67.09915307
2021-01-03 10:00,38485000,38722000,37850000,38127000,683.1937934,-1.536594184,61.01944519
2021-01-03 10:30,38147000,38477000,37994000,38170000,530.9547204,-0.797879253,61.46730389
2021-01-03 11:00,38170000,38385000,37996000,38154000,585.1972198,-0.601797577,61.18560931
